transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,revenue,country,channel
T003826,C0415,P012,2024-11-23,6,8.59,51.57,Switzerland,Online
T003827,C0415,P004,2024-05-24,5,6.76,33.81,Switzerland,Partner
T003828,C0415,P004,2024-05-14,5,6.98,34.9,Switzerland,Online
T003829,C0416,P020,2024-12-02,2,13.03,26.07,France,Online
T003830,C0416,P013,2024-12-26,6,20.04,120.27,France,Mobile
T003831,C0416,P016,2024-09-21,2,10.93,21.86,France,Partner
T003832,C0416,P014,2024-10-18,6,5.76,34.58,France,Partner
T003833,C0416,P013,2024-09-23,5,19.7,98.51,France,Mobile
T003834,C0416,P007,2024-01-22,3,13.88,41.64,France,In-Store
T003835,C0416,P001,2024-07-10,4,4.71,18.85,France,Mobile
T003836,C0416,P009,2024-06-27,4,7.61,30.43,France,Partner
T003837,C0416,P011,2024-05-06,5,16.33,81.64,France,In-Store
T003838,C0417,P008,2024-09-17,6,22.34,134.06,Portugal,Mobile
T003839,C0417,P010,2024-02-18,3,5.92,17.77,Portugal,Partner
T003840,C0417,P016,2024-06-18,4,11.07,44.26,Portugal,In-Store
T003841,C0417,P014,2024-04-16,5,5.53,27.63,Portugal,Online
T003842,C0417,P007,2024-04-14,2,13.51,27.02,Portugal,Mobile
T003843,C0417,P015,2024-10-30,3,24.94,74.81,Portugal,Mobile
T003844,C0417,P009,2024-12-29,4,7.18,28.71,Portugal,Online
T003845,C0417,P006,2024-06-02,4,12.03,48.13,Portugal,Partner
T003846,C0417,P004,2024-04-07,3,6.42,19.25,Portugal,Online
T003847,C0417,P018,2024-01-05,6,7.56,45.34,Portugal,Partner
T003848,C0417,P008,2024-09-04,6,22.8,136.82,Portugal,Partner
T003849,C0418,P015,2024-05-29,2,24.04,48.09,USA,Mobile
T003850,C0418,P011,2024-09-15,3,16.31,48.93,USA,Partner
T003851,C0418,P007,2024-08-14,2,14.39,28.78,USA,Online
T003852,C0418,P005,2024-05-22,2,9.54,19.08,USA,Mobile
T003853,C0418,P007,2024-12-13,4,14.25,56.98,USA,Online
T003854,C0418,P012,2024-08-16,5,9.31,46.57,USA,Partner
T003855,C0418,P004,2024-08-06,6,6.98,41.85,USA,Online
T003856,C0418,P019,2024-07-05,6,16.2,97.2,USA,Partner
T003857,C0418,P012,2024-05-31,5,8.91,44.56,USA,Online
T003858,C0418,P020,2024-04-30,6,13.8,82.81,USA,Mobile
T003859,C0418,P010,2024-07-06,4,5.7,22.8,USA,Mobile
T003860,C0418,P006,2024-07-13,4,13.06,52.22,USA,In-Store
T003861,C0418,P007,2024-04-03,5,14.17,70.87,USA,Mobile
T003862,C0418,P003,2024-11-15,6,7.9,47.4,USA,Online
T003863,C0418,P015,2024-12-09,2,24.64,49.29,USA,Mobile
T003864,C0419,P002,2024-10-27,2,18.68,37.35,USA,Online
T003865,C0419,P003,2024-01-23,4,7.87,31.47,USA,Online
T003866,C0419,P013,2024-01-17,3,19.83,59.48,USA,Mobile
T003867,C0419,P013,2024-12-08,4,20.11,80.44,USA,In-Store
T003868,C0419,P015,2024-04-14,4,25.23,100.94,USA,Mobile
T003869,C0419,P011,2024-07-02,4,16.01,64.05,USA,Partner
T003870,C0419,P003,2024-07-25,6,7.99,47.95,USA,Partner
T003871,C0419,P019,2024-12-29,2,16.5,33.0,USA,Partner
T003872,C0419,P013,2024-03-20,4,20.35,81.39,USA,Online
T003873,C0419,P007,2024-12-20,2,14.62,29.24,USA,Mobile
T003874,C0419,P014,2024-03-13,5,5.43,27.13,USA,In-Store
T003875,C0419,P013,2024-10-30,6,19.66,117.94,USA,Mobile
T003876,C0419,P016,2024-01-18,3,10.77,32.31,USA,Mobile
T003877,C0419,P001,2024-06-04,6,4.45,26.71,USA,Partner
T003878,C0420,P011,2024-06-22,2,16.14,32.29,Portugal,In-Store
T003879,C0420,P007,2024-11-29,3,13.99,41.98,Portugal,Mobile
T003880,C0420,P002,2024-08-03,3,19.92,59.75,Portugal,Mobile
T003881,C0420,P013,2024-04-12,6,20.42,122.49,Portugal,Online
T003882,C0420,P003,2024-01-27,2,7.88,15.77,Portugal,Mobile
T003883,C0420,P003,2024-01-02,6,8.2,49.22,Portugal,In-Store
T003884,C0420,P018,2024-04-28,2,7.01,14.03,Portugal,In-Store
T003885,C0420,P009,2024-11-03,2,7.38,14.75,Portugal,Mobile
T003886,C0421,P020,2024-04-22,3,12.89,38.67,Switzerland,Partner
T003887,C0421,P014,2024-07-20,5,5.27,26.37,Switzerland,Mobile
T003888,C0421,P018,2024-03-12,2,7.26,14.52,Switzerland,Mobile
T003889,C0421,P014,2024-10-19,6,5.26,31.57,Switzerland,In-Store
T003890,C0421,P015,2024-06-26,4,25.66,102.65,Switzerland,Mobile
T003891,C0421,P003,2024-10-07,2,7.87,15.73,Switzerland,Mobile
T003892,C0421,P008,2024-04-13,2,22.8,45.59,Switzerland,Partner
T003893,C0421,P020,2024-10-12,6,13.22,79.3,Switzerland,Online
T003894,C0422,P005,2024-07-27,5,10.1,50.48,Netherlands,In-Store
T003895,C0422,P001,2024-09-02,2,4.46,8.91,Netherlands,Online
T003896,C0422,P017,2024-03-05,5,31.93,159.66,Netherlands,Mobile
T003897,C0422,P014,2024-12-06,3,5.46,16.39,Netherlands,In-Store
T003898,C0422,P001,2024-11-23,2,4.6,9.21,Netherlands,Mobile
T003899,C0422,P015,2024-08-05,5,24.17,120.85,Netherlands,Partner
T003900,C0422,P014,2024-01-06,5,5.51,27.54,Netherlands,Mobile
T003901,C0422,P015,2024-06-15,5,23.95,119.77,Netherlands,Mobile
T003902,C0422,P006,2024-12-31,6,13.02,78.13,Netherlands,Online
T003903,C0422,P015,2024-06-11,4,25.19,100.77,Netherlands,Online
T003904,C0422,P005,2024-08-26,4,9.83,39.33,Netherlands,Mobile
T003905,C0422,P014,2024-07-13,4,5.76,23.04,Netherlands,In-Store
T003906,C0423,P018,2024-09-29,3,7.55,22.65,USA,Online
T003907,C0423,P011,2024-05-28,2,16.68,33.36,USA,Online
T003908,C0423,P015,2024-06-17,2,25.97,51.94,USA,Partner
T003909,C0423,P018,2024-03-12,6,7.02,42.14,USA,In-Store
T003910,C0423,P013,2024-08-13,4,20.59,82.37,USA,Online
T003911,C0423,P004,2024-11-29,4,6.77,27.07,USA,In-Store
T003912,C0423,P002,2024-05-18,2,19.4,38.81,USA,Mobile
T003913,C0423,P017,2024-06-27,5,32.2,160.98,USA,Partner
T003914,C0424,P008,2024-01-10,2,22.6,45.21,Spain,Online
T003915,C0424,P004,2024-11-25,-3,6.64,-19.93,Spain,Partner
T003916,C0424,P002,2024-01-12,5,18.56,92.82,Spain,Partner
T003917,C0424,P020,2024-04-26,4,13.03,52.11,Spain,Mobile
T003918,C0424,P014,2024-10-14,6,5.34,32.05,Spain,Online
T003919,C0424,P013,2024-09-12,-3,20.76,-62.29,Spain,Mobile
T003920,C0424,P001,2024-07-16,3,4.64,13.92,Spain,Partner
T003921,C0424,P005,2024-07-05,4,10.19,40.77,Spain,Mobile
T003922,C0425,P010,2024-12-19,2,6.11,12.22,United Kingdom,Online
T003923,C0425,P009,2024-11-01,4,7.42,29.67,United Kingdom,In-Store
T003924,C0425,P014,2024-10-04,5,5.37,26.83,United Kingdom,Partner
T003925,C0425,P007,2024-07-09,4,14.2,56.82,United Kingdom,Mobile
T003926,C0425,P009,2024-12-01,4,7.67,30.67,United Kingdom,Partner
T003927,C0425,P018,2024-09-20,6,7.37,44.21,United Kingdom,Mobile
T003928,C0425,P009,2024-04-27,6,7.27,43.64,United Kingdom,In-Store
T003929,C0425,P018,2024-09-10,5,7.34,36.72,United Kingdom,Mobile
T003930,C0425,P014,2024-05-03,5,5.68,28.41,United Kingdom,Mobile
T003931,C0425,P001,2024-01-03,5,4.49,22.44,United Kingdom,In-Store
T003932,C0425,P008,2024-11-08,3,22.6,67.8,United Kingdom,Mobile
T003933,C0425,P009,2024-08-08,4,7.31,29.23,United Kingdom,In-Store
T003934,C0425,P018,2024-06-05,2,7.15,14.29,United Kingdom,In-Store
T003935,C0425,P002,2024-03-30,4,19.93,79.72,United Kingdom,In-Store
T003936,C0425,P013,2024-01-27,5,19.32,96.6,United Kingdom,Partner
T003937,C0426,P009,2024-04-10,3,7.81,23.44,Switzerland,Online
T003938,C0426,P015,2024-03-13,5,24.31,121.54,Switzerland,In-Store
T003939,C0426,P009,2024-01-03,4,7.63,30.5,Switzerland,Mobile
T003940,C0426,P018,2024-10-13,2,6.93,13.87,Switzerland,In-Store
T003941,C0426,P004,2024-12-22,4,6.44,25.75,Switzerland,Online
T003942,C0426,P010,2024-10-14,4,5.7,22.82,Switzerland,Online
T003943,C0426,P010,2024-03-12,3,5.9,17.69,Switzerland,Partner
T003944,C0426,P020,2024-12-16,4,13.87,55.47,Switzerland,Mobile
T003945,C0426,P008,2024-06-18,5,22.26,111.32,Switzerland,Mobile
T003946,C0426,P003,2024-06-29,2,7.93,15.86,Switzerland,Online
T003947,C0426,P009,2024-08-23,3,7.43,22.28,Switzerland,In-Store
T003948,C0427,P018,2024-04-03,5,7.5,37.48,USA,In-Store
T003949,C0427,P004,2024-09-27,2,6.77,13.53,USA,Mobile
T003950,C0427,P018,2024-02-11,4,7.14,28.56,USA,In-Store
T003951,C0427,P014,2024-11-16,2,5.66,11.33,USA,Online
T003952,C0427,P019,2024-12-06,3,15.71,47.13,USA,In-Store
T003953,C0427,P012,2024-12-18,4,8.83,35.33,USA,Partner
T003954,C0427,P002,2024-02-25,5,18.3,91.49,USA,Partner
T003955,C0427,P015,2024-02-18,3,24.36,73.08,USA,Mobile
T003956,C0427,P003,2024-08-04,4,8.52,34.09,USA,Mobile
T003957,C0427,P014,2024-08-05,4,5.71,22.84,USA,Online
T003958,C0428,P017,2024-08-14,2,32.04,64.07,Australia,Partner
T003959,C0428,P006,2024-08-05,2,12.61,25.22,Australia,Mobile
T003960,C0428,P003,2024-04-30,6,8.52,51.14,Australia,In-Store
T003961,C0428,P003,2024-06-08,5,8.45,42.26,Australia,In-Store
T003962,C0428,P002,2024-10-03,4,19.41,77.64,Australia,Mobile
T003963,C0428,P005,2024-02-21,5,9.93,49.65,Australia,Mobile
T003964,C0428,P007,2024-09-28,4,14.39,57.58,Australia,Online
T003965,C0428,P010,2024-12-02,6,5.9,35.38,Australia,In-Store
T003966,C0428,P005,2024-05-04,2,9.64,19.27,Australia,Partner
T003967,C0428,P010,2024-10-10,4,5.72,22.87,Australia,Mobile
T003968,C0428,P008,2024-07-04,2,21.44,42.88,Australia,In-Store
T003969,C0428,P015,2024-02-02,5,24.91,124.53,Australia,Online
T003970,C0429,P010,2024-05-12,6,5.71,34.23,Australia,Mobile
T003971,C0429,P003,2024-06-02,6,8.54,51.24,Australia,Mobile
T003972,C0429,P014,2024-02-13,6,5.43,32.58,Australia,Online
T003973,C0429,P006,2024-11-24,6,12.48,74.88,Australia,Online
T003974,C0429,P011,2024-02-28,2,15.85,31.71,Australia,Partner
T003975,C0429,P020,2024-06-22,3,13.35,40.05,Australia,Online
T003976,C0429,P015,2024-08-06,3,25.88,77.65,Australia,Mobile
T003977,C0429,P020,2024-09-07,2,13.83,27.66,Australia,Mobile
T003978,C0429,P020,2024-05-06,3,13.04,39.11,Australia,Partner
T003979,C0429,P019,2024-12-13,2,16.45,32.9,Australia,Partner
T003980,C0429,P014,2024-03-11,5,5.29,26.44,Australia,Partner
T003981,C0429,P016,2024-10-31,2,10.94,21.87,Australia,Online
T003982,C0429,P012,2024-01-27,3,8.6,25.8,Australia,Online
T003983,C0430,P001,2024-09-23,3,4.62,13.87,Australia,Mobile
T003984,C0430,P018,2024-04-19,5,7.29,36.45,Australia,In-Store
T003985,C0430,P012,2024-07-23,2,8.7,17.41,Australia,Partner
T003986,C0430,P013,2024-05-19,2,19.47,38.93,Australia,Online
T003987,C0430,P020,2024-08-23,3,13.19,39.58,Australia,In-Store
T003988,C0430,P010,2024-05-02,2,6.01,12.02,Australia,Partner
T003989,C0430,P018,2024-05-04,6,6.96,41.74,Australia,Mobile
T003990,C0430,P015,2024-06-09,3,23.92,71.76,Australia,Online
T003991,C0430,P008,2024-10-06,3,21.52,64.55,Australia,In-Store
T003992,C0430,P006,2024-12-02,3,11.88,35.64,Australia,Mobile
T003993,C0431,P008,2024-04-10,3,20.97,62.91,USA,Online
T003994,C0431,P013,2024-07-29,6,19.23,115.4,USA,Mobile
T003995,C0431,P014,2024-12-07,2,5.36,10.71,USA,Online
T003996,C0431,P016,2024-08-26,3,11.26,33.79,USA,In-Store
T003997,C0431,P016,2024-01-12,5,10.98,54.9,USA,In-Store
T003998,C0431,P005,2024-01-26,2,9.75,19.49,USA,Partner
T003999,C0431,P001,2024-10-14,5,4.33,21.63,USA,In-Store
T004000,C0431,P001,2024-04-02,6,4.65,27.91,USA,Mobile
T004001,C0431,P015,2024-02-26,2,25.06,50.13,USA,Online
T004002,C0431,P020,2024-05-12,4,13.9,55.61,USA,In-Store
T004003,C0431,P014,2024-06-25,6,5.48,32.91,USA,In-Store
T004004,C0431,P013,2024-09-12,2,20.19,40.38,USA,Online
T004005,C0431,P008,2024-02-29,5,21.88,109.41,USA,Partner
T004006,C0432,P014,2024-03-09,3,5.55,16.64,Australia,Partner
T004007,C0432,P013,2024-07-09,5,20.08,100.39,Australia,In-Store
T004008,C0432,P016,2024-09-25,3,10.95,32.86,Australia,Partner
T004009,C0432,P010,2024-12-17,2,5.79,11.58,Australia,In-Store
T004010,C0432,P013,2024-07-14,2,19.59,39.19,Australia,Mobile
T004011,C0432,P016,2024-05-31,5,10.68,53.38,Australia,Online
T004012,C0432,P003,2024-06-01,5,8.18,40.9,Australia,Mobile
T004013,C0432,P004,2024-02-27,4,6.54,26.15,Australia,Partner
T004014,C0432,P018,2024-05-14,5,7.04,35.19,Australia,Partner
T004015,C0432,P001,2024-10-16,4,4.45,17.8,Australia,Partner
T004016,C0433,P001,2024-04-28,3,4.44,13.33,Spain,Online
T004017,C0433,P001,2024-11-04,4,4.52,18.07,Spain,Mobile
T004018,C0433,P013,2024-06-25,3,20.37,61.11,Spain,Mobile
T004019,C0433,P005,2024-09-04,6,9.6,57.62,Spain,Online
T004020,C0433,P013,2024-01-23,4,20.19,80.75,Spain,In-Store
T004021,C0433,P002,2024-10-23,5,19.45,97.26,Spain,Online
T004022,C0433,P003,2024-03-21,6,8.21,49.26,Spain,In-Store
T004023,C0433,P016,2024-10-01,2,11.02,22.04,Spain,Online
T004024,C0433,P015,2024-11-29,6,25.67,154.03,Spain,Online
T004025,C0433,P016,2024-09-23,4,11.19,44.78,Spain,In-Store
T004026,C0433,P019,2024-08-17,5,16.62,83.1,Spain,Online
T004027,C0433,P011,2024-09-08,3,16.69,50.06,Spain,Online
T004028,C0433,P004,2024-06-20,4,6.78,27.12,Spain,Partner
T004029,C0433,P012,2024-09-30,6,9.21,55.28,Spain,Online
T004030,C0433,P001,2024-12-16,5,4.31,21.55,Spain,In-Store
T004031,C0434,P008,2024-02-18,2,23.08,46.17,Portugal,Mobile
T004032,C0434,P020,2024-06-29,5,14.15,70.75,Portugal,Partner
T004033,C0434,P006,2024-11-07,5,12.0,60.02,Portugal,Partner
T004034,C0434,P007,2024-02-15,5,14.58,72.9,Portugal,Mobile
T004035,C0434,P017,2024-01-28,6,32.47,194.85,Portugal,Partner
T004036,C0434,P017,2024-04-16,3,32.63,97.9,Portugal,Online
T004037,C0434,P016,2024-04-06,2,10.92,21.84,Portugal,Mobile
T004038,C0434,P004,2024-04-09,5,6.56,32.81,Portugal,Partner
T004039,C0434,P004,2024-09-26,3,6.46,19.39,Portugal,In-Store
T004040,C0434,P009,2024-06-07,6,7.15,42.91,Portugal,Online
T004041,C0434,P008,2024-05-31,5,22.38,111.9,Portugal,In-Store
T004042,C0434,P017,2024-08-03,4,32.01,128.05,Portugal,Mobile
T004043,C0434,P020,2024-03-19,6,13.57,81.39,Portugal,Partner
T004044,C0434,P009,2024-06-13,3,7.58,22.73,Portugal,In-Store
T004045,C0435,P015,2023-06-14,3,23.91,71.74,Germany,Mobile
T004046,C0435,P011,2022-10-09,1,16.21,16.21,Germany,Partner
T004047,C0435,P014,2023-05-27,2,5.72,11.45,Germany,Mobile
T004048,C0435,P007,2023-03-05,4,14.44,57.74,Germany,Partner
T004049,C0435,P008,2022-09-15,3,21.69,65.06,Germany,In-Store
T004050,C0436,P008,2022-06-27,1,21.59,21.59,Belgium,Mobile
T004051,C0436,P001,2023-06-13,4,4.54,18.18,Belgium,In-Store
T004052,C0436,P020,2023-05-05,1,13.7,13.7,Belgium,In-Store
T004053,C0436,P012,2023-06-09,4,8.67,34.69,Belgium,Online
T004054,C0436,P018,2023-04-22,2,7.4,14.79,Belgium,Mobile
T004055,C0436,P011,2022-07-05,1,15.87,15.87,Belgium,Mobile
T004056,C0436,P007,2022-06-15,4,13.57,54.28,Belgium,Partner
T004057,C0437,P005,2022-10-29,1,9.97,9.97,Germany,Online
T004058,C0437,P006,2022-08-27,3,12.04,36.12,Germany,In-Store
T004059,C0437,P004,2023-05-11,2,6.96,13.92,Germany,Mobile
T004060,C0437,P006,2022-06-08,2,12.42,24.83,Germany,Online
T004061,C0437,P018,2022-10-16,1,7.36,7.36,Germany,Mobile
T004062,C0437,P010,2022-06-16,3,5.78,17.35,Germany,Mobile
T004063,C0437,P009,2022-06-04,2,7.73,15.46,Germany,In-Store
T004064,C0437,P015,2022-07-17,4,24.62,98.47,Germany,Online
T004065,C0437,P017,2022-12-31,4,32.5,130.01,Germany,In-Store
T004066,C0437,P001,2022-09-07,3,4.32,12.96,Germany,Online
T004067,C0438,P015,2022-08-08,1,24.54,24.54,Spain,In-Store
T004068,C0438,P011,2023-02-16,1,16.3,16.3,Spain,Mobile
T004069,C0438,P013,2022-07-07,1,20.32,20.32,Spain,Online
T004070,C0438,P007,2022-09-01,3,13.84,41.51,Spain,Mobile
T004071,C0438,P002,2022-12-13,2,18.5,37.0,Spain,Partner
T004072,C0438,P019,2023-03-19,4,16.15,64.6,Spain,In-Store
T004073,C0439,P008,2022-07-04,4,21.11,84.42,France,Mobile
T004074,C0439,P020,2022-11-04,1,13.95,13.95,France,Mobile
T004075,C0439,P009,2023-05-11,2,7.35,14.69,France,Mobile
T004076,C0439,P017,2022-11-01,2,31.26,62.53,France,Mobile
T004077,C0439,P008,2023-06-13,3,21.36,64.08,France,Partner
T004078,C0439,P014,2022-12-03,3,5.63,16.88,France,In-Store
T004079,C0440,P010,2023-04-14,2,6.13,12.25,United Kingdom,Mobile
T004080,C0440,P018,2022-09-13,3,7.14,21.41,United Kingdom,In-Store
T004081,C0440,P001,2023-03-14,3,4.35,13.05,United Kingdom,In-Store
T004082,C0440,P020,2023-04-20,3,14.01,42.04,United Kingdom,Online
T004083,C0440,P008,2023-01-03,4,22.67,90.7,United Kingdom,In-Store
T004084,C0440,P011,2023-01-27,2,15.72,31.43,United Kingdom,Partner
T004085,C0441,P002,2023-02-23,3,18.91,56.73,United Kingdom,Mobile
T004086,C0441,P001,2022-11-22,1,4.62,4.62,United Kingdom,In-Store
T004087,C0441,P005,2022-10-24,4,9.7,38.81,United Kingdom,Partner
T004088,C0441,P013,2023-04-09,4,19.85,79.4,United Kingdom,In-Store
T004089,C0441,P015,2023-05-25,1,24.76,24.76,United Kingdom,Online
T004090,C0441,P014,2023-01-12,1,5.27,5.27,United Kingdom,Online
T004091,C0441,P003,2023-02-24,1,8.63,8.63,United Kingdom,In-Store
T004092,C0442,P015,2022-12-01,1,24.58,24.58,Germany,Partner
T004093,C0442,P014,2023-03-05,3,5.23,15.68,Germany,Partner
T004094,C0442,P001,2022-10-12,1,4.45,4.45,Germany,Mobile
T004095,C0442,P007,2022-12-06,3,14.27,42.82,Germany,Partner
T004096,C0442,P019,2022-10-21,3,15.22,45.66,Germany,In-Store
T004097,C0442,P001,2023-05-29,3,4.63,13.88,Germany,Mobile
T004098,C0442,P016,2023-05-31,3,10.79,32.38,Germany,In-Store
T004099,C0442,P006,2023-03-02,4,11.97,47.86,Germany,Mobile
T004100,C0442,P011,2022-08-06,4,15.4,61.6,Germany,In-Store
T004101,C0442,P002,2023-02-07,2,19.06,38.13,Germany,Partner
T004102,C0443,P006,2022-07-07,4,12.97,51.87,Switzerland,Partner
T004103,C0443,P008,2022-12-26,3,22.16,66.48,Switzerland,Online
T004104,C0443,P013,2022-06-10,2,19.64,39.27,Switzerland,Online
T004105,C0443,P001,2023-03-09,1,4.66,4.66,Switzerland,Partner
T004106,C0443,P020,2023-04-29,3,12.94,38.82,Switzerland,Mobile
T004107,C0443,P001,2022-12-06,3,4.56,13.69,Switzerland,Mobile
T004108,C0443,P016,2023-01-30,4,10.84,43.34,Switzerland,Online
T004109,C0443,P007,2022-09-08,4,13.76,55.03,Switzerland,Partner
T004110,C0443,P007,2023-04-18,3,13.73,41.18,Switzerland,In-Store
T004111,C0443,P013,2022-09-28,4,20.48,81.94,Switzerland,Online
T004112,C0444,P003,2023-05-14,2,8.0,16.0,Netherlands,Partner
T004113,C0444,P003,2022-06-25,4,8.43,33.71,Netherlands,Partner
T004114,C0444,P008,2022-11-30,1,22.85,22.85,Netherlands,Partner
T004115,C0444,P015,2022-08-09,4,24.17,96.69,Netherlands,Partner
T004116,C0444,P008,2022-06-22,4,21.88,87.51,Netherlands,Partner
T004117,C0444,P016,2022-12-09,3,11.31,33.94,Netherlands,In-Store
T004118,C0444,P010,2023-05-31,2,6.25,12.51,Netherlands,In-Store
T004119,C0444,P005,2023-01-22,3,10.34,31.01,Netherlands,In-Store
T004120,C0444,P001,2023-03-13,2,4.49,8.98,Netherlands,Partner
T004121,C0445,P001,2023-02-01,3,4.67,14.0,USA,Partner
T004122,C0445,P015,2022-11-27,3,23.94,71.83,USA,Mobile
T004123,C0445,P010,2023-06-28,1,5.74,5.74,USA,Mobile
T004124,C0445,P007,2022-06-17,1,14.17,14.17,USA,Online
T004125,C0445,P019,2022-12-08,3,16.37,49.11,USA,Partner
T004126,C0445,P012,2022-10-13,2,8.77,17.54,USA,In-Store
T004127,C0445,P008,2022-10-04,3,22.34,67.02,USA,In-Store
T004128,C0446,P007,2022-06-17,2,14.62,29.24,Switzerland,Online
T004129,C0446,P002,2023-03-20,3,18.93,56.78,Switzerland,Online
T004130,C0446,P003,2023-03-27,1,8.44,8.44,Switzerland,In-Store
T004131,C0446,P014,2023-04-03,1,5.27,5.27,Switzerland,Partner
T004132,C0446,P011,2022-11-10,1,15.34,15.34,Switzerland,Mobile
T004133,C0446,P015,2023-06-09,3,24.74,74.23,Switzerland,In-Store
T004134,C0447,P015,2023-06-27,4,26.05,104.19,France,Partner
T004135,C0447,P017,2023-01-23,4,32.54,130.16,France,Partner
T004136,C0447,P013,2023-04-11,4,20.09,80.34,France,Online
T004137,C0447,P012,2023-04-04,2,8.88,17.76,France,In-Store
T004138,C0447,P001,2022-09-28,1,4.4,4.4,France,Mobile
T004139,C0447,P001,2023-01-03,2,4.53,9.07,France,In-Store
T004140,C0447,P001,2022-10-02,3,4.4,13.2,France,Partner
T004141,C0447,P006,2022-07-05,2,11.96,23.92,France,Mobile
T004142,C0448,P018,2022-11-05,4,7.16,28.64,Netherlands,Partner
T004143,C0448,P008,2022-10-08,2,22.11,44.23,Netherlands,Partner
T004144,C0448,P017,2022-11-02,3,30.94,92.81,Netherlands,Mobile
T004145,C0448,P001,2022-07-23,2,4.42,8.84,Netherlands,Online
T004146,C0448,P006,2022-09-24,2,12.85,25.71,Netherlands,In-Store
T004147,C0449,P018,2023-02-10,4,7.19,28.75,Netherlands,Partner
T004148,C0449,P010,2022-12-05,1,5.81,5.81,Netherlands,Online
T004149,C0449,P017,2022-12-09,2,30.43,60.86,Netherlands,Mobile
T004150,C0449,P009,2022-07-11,4,7.7,30.82,Netherlands,In-Store
T004151,C0449,P007,2023-02-06,3,14.19,42.58,Netherlands,In-Store
T004152,C0450,P020,2023-05-28,1,13.92,13.92,Australia,Online
T004153,C0450,P006,2022-07-27,4,12.29,49.15,Australia,Partner
T004154,C0450,P015,2023-03-03,3,25.63,76.9,Australia,Mobile
T004155,C0450,P004,2023-03-20,2,6.62,13.24,Australia,Online
T004156,C0450,P018,2023-02-28,1,7.42,7.42,Australia,Online
T004157,C0450,P009,2023-04-07,4,7.27,29.07,Australia,Mobile
T004158,C0450,P010,2022-12-07,2,5.75,11.5,Australia,Partner
T004159,C0451,P008,2022-07-23,1,22.75,22.75,Belgium,Mobile
T004160,C0451,P003,2022-10-30,3,7.97,23.9,Belgium,Online
T004161,C0451,P003,2022-10-06,3,8.43,25.3,Belgium,Online
T004162,C0451,P011,2022-07-03,3,15.78,47.34,Belgium,In-Store
T004163,C0451,P008,2022-10-30,1,21.32,21.32,Belgium,Online
T004164,C0451,P015,2022-07-22,4,25.07,100.29,Belgium,Online
T004165,C0451,P020,2023-05-06,4,13.31,53.25,Belgium,In-Store
T004166,C0451,P011,2023-01-08,4,15.85,63.4,Belgium,Mobile
T004167,C0451,P010,2023-03-13,3,6.28,18.85,Belgium,Mobile
T004168,C0451,P020,2023-04-03,1,13.02,13.02,Belgium,In-Store
T004169,C0452,P005,2023-04-13,1,9.91,9.91,France,Online
T004170,C0452,P001,2023-06-19,4,4.71,18.85,France,Partner
T004171,C0452,P013,2023-05-26,1,19.03,19.03,France,Mobile
T004172,C0452,P006,2022-12-25,3,12.04,36.13,France,Mobile
T004173,C0452,P014,2023-02-11,2,5.31,10.62,France,In-Store
T004174,C0452,P013,2023-04-13,2,20.29,40.58,France,Partner
T004175,C0452,P005,2023-02-10,1,10.02,10.02,France,Online
T004176,C0453,P001,2023-05-05,1,4.43,4.43,USA,In-Store
T004177,C0453,P016,2023-01-20,2,11.29,22.57,USA,Online
T004178,C0453,P007,2023-04-27,2,13.5,27.01,USA,Partner
T004179,C0453,P009,2022-10-09,3,7.59,22.76,USA,Mobile
T004180,C0453,P018,2022-11-27,4,7.57,30.27,USA,Online
T004181,C0453,P010,2022-06-23,3,5.8,17.41,USA,In-Store
T004182,C0453,P017,2023-04-20,1,32.66,32.66,USA,Partner
T004183,C0453,P001,2022-08-28,4,4.29,17.18,USA,Mobile
T004184,C0453,P009,2022-11-01,1,7.44,7.44,USA,Partner
T004185,C0453,P009,2023-04-07,4,7.84,31.36,USA,In-Store
T004186,C0454,P019,2023-02-13,1,15.6,15.6,Switzerland,In-Store
T004187,C0454,P014,2022-06-19,4,5.75,23.02,Switzerland,Online
T004188,C0454,P013,2022-08-08,3,20.24,60.73,Switzerland,Mobile
T004189,C0454,P017,2023-01-13,4,32.1,128.39,Switzerland,Partner
T004190,C0454,P012,2023-04-11,4,9.18,36.71,Switzerland,Mobile
T004191,C0455,P007,2022-11-28,2,14.22,28.45,Germany,Mobile
T004192,C0456,P019,2022-04-10,1,16.61,16.61,Spain,Partner
T004193,C0456,P001,2022-12-07,2,4.49,8.98,Spain,Partner
T004194,C0457,P019,2022-04-17,3,15.22,45.65,Portugal,In-Store
T004195,C0458,P009,2022-06-15,3,7.57,22.7,Netherlands,Mobile
T004196,C0459,P019,2022-03-04,2,15.68,31.37,Germany,In-Store
T004197,C0459,P015,2022-04-30,3,25.57,76.7,Germany,In-Store
T004198,C0460,P005,2022-02-17,3,9.73,29.19,Australia,Partner
T004199,C0460,P016,2022-06-19,1,11.15,11.15,Australia,Mobile
T004200,C0460,P005,2022-10-12,3,10.22,30.66,Australia,In-Store
T004201,C0460,P017,2022-07-31,3,31.69,95.08,Australia,In-Store
T004202,C0461,P005,2022-12-06,3,10.38,31.14,Belgium,Mobile
T004203,C0461,P006,2022-01-01,3,13.01,39.02,Belgium,Online
T004204,C0461,P017,2022-01-22,1,30.89,30.89,Belgium,Partner
T004205,C0461,P017,2022-06-02,3,31.5,94.49,Belgium,Partner
